"DBInstanceIdentifier"|"DBEngine"|"TimeStamp"|"Metric"|"AvgValue"|"MaxValue"|"SumValue"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:58:00"|"NetworkReceiveThroughput"|"0"|"1343"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:43:00"|"NetworkReceiveThroughput"|"0"|"2148"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:08:00"|"NetworkReceiveThroughput"|"0"|"1270"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:18:00"|"NetworkReceiveThroughput"|"0"|"1413"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:53:00"|"NetworkReceiveThroughput"|"0"|"1678"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:03:00"|"NetworkReceiveThroughput"|"0"|"1408"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:28:00"|"NetworkReceiveThroughput"|"0"|"1316"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:13:00"|"NetworkReceiveThroughput"|"0"|"1687"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:38:00"|"NetworkReceiveThroughput"|"0"|"1438"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:48:00"|"NetworkReceiveThroughput"|"0"|"1532"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:23:00"|"NetworkReceiveThroughput"|"0"|"1686"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:33:00"|"NetworkReceiveThroughput"|"0"|"1680"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:58:00"|"NetworkReceiveThroughput"|"0"|"1531"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:08:00"|"NetworkReceiveThroughput"|"0"|"1417"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:18:00"|"NetworkReceiveThroughput"|"0"|"1486"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:43:00"|"NetworkReceiveThroughput"|"0"|"1681"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:28:00"|"NetworkReceiveThroughput"|"0"|"1493"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:53:00"|"NetworkReceiveThroughput"|"0"|"1661"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:03:00"|"NetworkReceiveThroughput"|"0"|"1472"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:43:00"|"NetworkReceiveThroughput"|"0"|"1653"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:53:00"|"NetworkReceiveThroughput"|"0"|"2261"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:08:00"|"NetworkReceiveThroughput"|"0"|"1583"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:18:00"|"NetworkReceiveThroughput"|"0"|"1461"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:28:00"|"NetworkReceiveThroughput"|"0"|"1454"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:03:00"|"NetworkReceiveThroughput"|"0"|"1645"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:13:00"|"NetworkReceiveThroughput"|"0"|"1602"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:23:00"|"NetworkReceiveThroughput"|"0"|"2004"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:38:00"|"NetworkReceiveThroughput"|"0"|"1317"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:48:00"|"NetworkReceiveThroughput"|"0"|"1694"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:33:00"|"NetworkReceiveThroughput"|"0"|"1741"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:08:00"|"NetworkReceiveThroughput"|"0"|"1489"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:13:00"|"NetworkReceiveThroughput"|"0"|"1775"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:03:00"|"NetworkReceiveThroughput"|"0"|"1597"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:18:00"|"NetworkReceiveThroughput"|"0"|"1475"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:28:00"|"NetworkReceiveThroughput"|"0"|"1492"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:38:00"|"NetworkReceiveThroughput"|"0"|"1386"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:13:00"|"NetworkReceiveThroughput"|"0"|"1756"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:23:00"|"NetworkReceiveThroughput"|"0"|"1664"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:48:00"|"NetworkReceiveThroughput"|"0"|"1303"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:58:00"|"NetworkReceiveThroughput"|"0"|"1333"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:33:00"|"NetworkReceiveThroughput"|"0"|"1734"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:48:00"|"NetworkReceiveThroughput"|"0"|"1761"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:38:00"|"NetworkReceiveThroughput"|"0"|"1503"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:23:00"|"NetworkReceiveThroughput"|"0"|"1739"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:13:00"|"NetworkReceiveThroughput"|"0"|"2187"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:43:00"|"NetworkReceiveThroughput"|"0"|"1944"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:08:00"|"NetworkReceiveThroughput"|"0"|"1458"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:58:00"|"NetworkReceiveThroughput"|"0"|"1496"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:28:00"|"NetworkReceiveThroughput"|"0"|"1434"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:03:00"|"NetworkReceiveThroughput"|"0"|"1422"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:58:00"|"NetworkReceiveThroughput"|"0"|"1479"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:43:00"|"NetworkReceiveThroughput"|"0"|"1924"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:38:00"|"NetworkReceiveThroughput"|"0"|"1342"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:13:00"|"NetworkReceiveThroughput"|"0"|"1432"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:28:00"|"NetworkReceiveThroughput"|"0"|"1359"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:03:00"|"NetworkReceiveThroughput"|"0"|"1977"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:33:00"|"NetworkReceiveThroughput"|"0"|"1834"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:58:00"|"NetworkReceiveThroughput"|"0"|"1284"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:28:00"|"NetworkReceiveThroughput"|"0"|"1577"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:03:00"|"NetworkReceiveThroughput"|"0"|"1976"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:18:00"|"NetworkReceiveThroughput"|"0"|"1539"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:53:00"|"NetworkReceiveThroughput"|"0"|"1666"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:58:00"|"NetworkReceiveThroughput"|"0"|"1352"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:33:00"|"NetworkReceiveThroughput"|"0"|"1725"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:03:00"|"NetworkReceiveThroughput"|"0"|"1631"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:28:00"|"NetworkReceiveThroughput"|"0"|"1613"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:53:00"|"NetworkReceiveThroughput"|"0"|"2094"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:58:00"|"NetworkReceiveThroughput"|"0"|"1254"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:23:00"|"NetworkReceiveThroughput"|"0"|"2097"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:13:00"|"NetworkReceiveThroughput"|"0"|"1675"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:48:00"|"NetworkReceiveThroughput"|"0"|"1516"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:18:00"|"NetworkReceiveThroughput"|"0"|"1469"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:08:00"|"NetworkReceiveThroughput"|"0"|"1368"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:43:00"|"NetworkReceiveThroughput"|"0"|"1824"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:58:00"|"NetworkReceiveThroughput"|"0"|"1478"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:33:00"|"NetworkReceiveThroughput"|"0"|"1443"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:23:00"|"NetworkReceiveThroughput"|"0"|"1695"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:53:00"|"NetworkReceiveThroughput"|"0"|"1736"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:28:00"|"NetworkReceiveThroughput"|"0"|"1330"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:43:00"|"NetworkReceiveThroughput"|"0"|"1592"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:18:00"|"NetworkReceiveThroughput"|"0"|"1684"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:13:00"|"NetworkReceiveThroughput"|"0"|"1510"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:48:00"|"NetworkReceiveThroughput"|"0"|"1683"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:38:00"|"NetworkReceiveThroughput"|"0"|"1341"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:08:00"|"NetworkReceiveThroughput"|"0"|"2112"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:43:00"|"NetworkReceiveThroughput"|"0"|"1546"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:18:00"|"NetworkReceiveThroughput"|"0"|"1451"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:08:00"|"NetworkReceiveThroughput"|"0"|"1441"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:33:00"|"NetworkReceiveThroughput"|"0"|"1903"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:43:00"|"NetworkReceiveThroughput"|"0"|"2093"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:18:00"|"NetworkReceiveThroughput"|"0"|"1442"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:28:00"|"NetworkReceiveThroughput"|"0"|"1740"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:53:00"|"NetworkReceiveThroughput"|"0"|"1655"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:03:00"|"NetworkReceiveThroughput"|"0"|"1820"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:13:00"|"NetworkReceiveThroughput"|"0"|"1983"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:38:00"|"NetworkReceiveThroughput"|"0"|"1655"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:23:00"|"NetworkReceiveThroughput"|"0"|"1856"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:48:00"|"NetworkReceiveThroughput"|"0"|"1636"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:53:00"|"NetworkReceiveThroughput"|"0"|"1776"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:18:00"|"NetworkReceiveThroughput"|"0"|"1487"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:28:00"|"NetworkReceiveThroughput"|"0"|"1414"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:38:00"|"NetworkReceiveThroughput"|"0"|"1512"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:03:00"|"NetworkReceiveThroughput"|"0"|"1571"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:48:00"|"NetworkReceiveThroughput"|"0"|"1552"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:13:00"|"NetworkReceiveThroughput"|"0"|"1676"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:23:00"|"NetworkReceiveThroughput"|"0"|"1677"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:58:00"|"NetworkReceiveThroughput"|"0"|"1225"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:08:00"|"NetworkReceiveThroughput"|"0"|"1390"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:33:00"|"NetworkReceiveThroughput"|"0"|"1418"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:43:00"|"NetworkReceiveThroughput"|"0"|"1524"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:23:00"|"NetworkReceiveThroughput"|"0"|"1630"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:28:00"|"NetworkReceiveThroughput"|"0"|"1482"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:33:00"|"NetworkReceiveThroughput"|"0"|"1342"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:38:00"|"NetworkReceiveThroughput"|"0"|"1393"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:23:00"|"NetworkReceiveThroughput"|"0"|"2000"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:33:00"|"NetworkReceiveThroughput"|"0"|"1607"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:48:00"|"NetworkReceiveThroughput"|"0"|"1493"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:58:00"|"NetworkReceiveThroughput"|"0"|"1274"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:08:00"|"NetworkReceiveThroughput"|"0"|"1423"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:43:00"|"NetworkReceiveThroughput"|"0"|"1532"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:53:00"|"NetworkReceiveThroughput"|"0"|"2000"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:48:00"|"NetworkReceiveThroughput"|"0"|"1556"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:58:00"|"NetworkReceiveThroughput"|"0"|"1483"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:33:00"|"NetworkReceiveThroughput"|"0"|"1449"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:43:00"|"NetworkReceiveThroughput"|"0"|"1716"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:08:00"|"NetworkReceiveThroughput"|"0"|"1845"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:18:00"|"NetworkReceiveThroughput"|"0"|"1405"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:53:00"|"NetworkReceiveThroughput"|"0"|"1675"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:03:00"|"NetworkReceiveThroughput"|"0"|"1442"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:13:00"|"NetworkReceiveThroughput"|"0"|"1726"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:18:00"|"NetworkReceiveThroughput"|"0"|"1343"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:03:00"|"NetworkReceiveThroughput"|"0"|"1480"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:28:00"|"NetworkReceiveThroughput"|"0"|"1580"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:58:00"|"NetworkReceiveThroughput"|"0"|"1340"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:33:00"|"NetworkReceiveThroughput"|"0"|"1515"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:48:00"|"NetworkReceiveThroughput"|"0"|"1317"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:23:00"|"NetworkReceiveThroughput"|"0"|"1581"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:18:00"|"NetworkReceiveThroughput"|"0"|"1302"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:53:00"|"NetworkReceiveThroughput"|"0"|"1807"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:23:00"|"NetworkReceiveThroughput"|"0"|"1617"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:48:00"|"NetworkReceiveThroughput"|"0"|"1297"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:13:00"|"NetworkReceiveThroughput"|"0"|"1441"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:38:00"|"NetworkReceiveThroughput"|"0"|"1611"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:03:00"|"NetworkReceiveThroughput"|"0"|"2038"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:28:00"|"NetworkReceiveThroughput"|"0"|"1599"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:53:00"|"NetworkReceiveThroughput"|"0"|"1724"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:18:00"|"NetworkReceiveThroughput"|"0"|"1296"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:48:00"|"NetworkReceiveThroughput"|"0"|"1575"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:23:00"|"NetworkReceiveThroughput"|"0"|"1683"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:18:00"|"NetworkReceiveThroughput"|"0"|"7225"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:53:00"|"NetworkReceiveThroughput"|"0"|"1497"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:08:00"|"NetworkReceiveThroughput"|"0"|"1312"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:43:00"|"NetworkReceiveThroughput"|"0"|"1587"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:13:00"|"NetworkReceiveThroughput"|"0"|"1862"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:38:00"|"NetworkReceiveThroughput"|"0"|"1408"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:53:00"|"NetworkReceiveThroughput"|"0"|"2183"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:43:00"|"NetworkReceiveThroughput"|"0"|"1467"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:18:00"|"NetworkReceiveThroughput"|"0"|"1766"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:08:00"|"NetworkReceiveThroughput"|"0"|"1807"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:38:00"|"NetworkReceiveThroughput"|"0"|"1607"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:13:00"|"NetworkReceiveThroughput"|"0"|"1635"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:03:00"|"NetworkReceiveThroughput"|"0"|"2003"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:08:00"|"NetworkReceiveThroughput"|"0"|"1627"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:33:00"|"NetworkReceiveThroughput"|"0"|"1551"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:58:00"|"NetworkReceiveThroughput"|"0"|"1495"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:38:00"|"NetworkReceiveThroughput"|"0"|"1387"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:43:00"|"NetworkReceiveThroughput"|"0"|"1936"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:33:00"|"NetworkReceiveThroughput"|"0"|"1535"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:08:00"|"NetworkReceiveThroughput"|"0"|"1814"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:38:00"|"NetworkReceiveThroughput"|"0"|"1620"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:28:00"|"NetworkReceiveThroughput"|"0"|"1544"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:03:00"|"NetworkReceiveThroughput"|"0"|"1503"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:53:00"|"NetworkReceiveThroughput"|"0"|"2149"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:23:00"|"NetworkReceiveThroughput"|"0"|"2090"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:58:00"|"NetworkReceiveThroughput"|"0"|"1608"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:48:00"|"NetworkReceiveThroughput"|"0"|"1570"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:38:00"|"NetworkTransmitThroughput"|"0"|"5680"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:48:00"|"NetworkTransmitThroughput"|"0"|"6039"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:13:00"|"NetworkTransmitThroughput"|"0"|"6151"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:23:00"|"NetworkTransmitThroughput"|"0"|"5532"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:33:00"|"NetworkTransmitThroughput"|"0"|"5770"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:58:00"|"NetworkTransmitThroughput"|"0"|"6019"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:43:00"|"NetworkTransmitThroughput"|"0"|"6274"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:08:00"|"NetworkTransmitThroughput"|"0"|"5716"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:18:00"|"NetworkTransmitThroughput"|"0"|"6301"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:53:00"|"NetworkTransmitThroughput"|"0"|"5908"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:03:00"|"NetworkTransmitThroughput"|"0"|"5590"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:28:00"|"NetworkTransmitThroughput"|"0"|"6116"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:13:00"|"NetworkTransmitThroughput"|"0"|"5793"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:38:00"|"NetworkTransmitThroughput"|"0"|"6215"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:48:00"|"NetworkTransmitThroughput"|"0"|"6063"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:23:00"|"NetworkTransmitThroughput"|"0"|"5512"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:33:00"|"NetworkTransmitThroughput"|"0"|"6400"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:58:00"|"NetworkTransmitThroughput"|"0"|"5817"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:08:00"|"NetworkTransmitThroughput"|"0"|"5954"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:18:00"|"NetworkTransmitThroughput"|"0"|"6280"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:43:00"|"NetworkTransmitThroughput"|"0"|"6039"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:28:00"|"NetworkTransmitThroughput"|"0"|"6273"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:53:00"|"NetworkTransmitThroughput"|"0"|"5595"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:03:00"|"NetworkTransmitThroughput"|"0"|"5907"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:43:00"|"NetworkTransmitThroughput"|"0"|"5988"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:53:00"|"NetworkTransmitThroughput"|"0"|"5783"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:08:00"|"NetworkTransmitThroughput"|"0"|"5681"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:18:00"|"NetworkTransmitThroughput"|"0"|"6111"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:28:00"|"NetworkTransmitThroughput"|"0"|"6101"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:03:00"|"NetworkTransmitThroughput"|"0"|"6198"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:13:00"|"NetworkTransmitThroughput"|"0"|"6202"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:23:00"|"NetworkTransmitThroughput"|"0"|"5453"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:38:00"|"NetworkTransmitThroughput"|"0"|"5559"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:48:00"|"NetworkTransmitThroughput"|"0"|"6107"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:33:00"|"NetworkTransmitThroughput"|"0"|"5865"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:08:00"|"NetworkTransmitThroughput"|"0"|"5983"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:13:00"|"NetworkTransmitThroughput"|"0"|"5907"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:03:00"|"NetworkTransmitThroughput"|"0"|"5755"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:18:00"|"NetworkTransmitThroughput"|"0"|"6348"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:28:00"|"NetworkTransmitThroughput"|"0"|"6302"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:38:00"|"NetworkTransmitThroughput"|"0"|"5758"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:13:00"|"NetworkTransmitThroughput"|"0"|"5962"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:23:00"|"NetworkTransmitThroughput"|"0"|"5971"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:48:00"|"NetworkTransmitThroughput"|"0"|"6191"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:58:00"|"NetworkTransmitThroughput"|"0"|"6112"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:33:00"|"NetworkTransmitThroughput"|"0"|"6438"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:48:00"|"NetworkTransmitThroughput"|"0"|"6141"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:38:00"|"NetworkTransmitThroughput"|"0"|"5663"|"0"
