"DBInstanceIdentifier"|"DBEngine"|"TimeStamp"|"Metric"|"AvgValue"|"MaxValue"|"SumValue"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:42:00"|"DatabaseConnections"|"0.4"|"1"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:57:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:22:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:47:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:52:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:17:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:42:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:32:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:37:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:02:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:27:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:32:00"|"DatabaseConnections"|"2"|"2"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:22:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:47:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:12:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:17:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:42:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:07:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:32:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:57:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:27:00"|"DatabaseConnections"|"3"|"3"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:52:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:17:00"|"DatabaseConnections"|"0"|"0"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:43:00"|"CPUUtilization"|"29.5973686518202"|"30.2163433470668"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:18:00"|"CPUUtilization"|"26.0029956551516"|"27.9831484996836"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:08:00"|"CPUUtilization"|"26.3700931287676"|"28.9152808126637"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:58:00"|"CPUUtilization"|"28.9219994822836"|"30.1180741752294"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:33:00"|"CPUUtilization"|"27.8345403600346"|"31.6906103129896"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:23:00"|"CPUUtilization"|"27.2706986004252"|"29.1154627501915"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:13:00"|"CPUUtilization"|"28.6785436929946"|"29.67598919964"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:48:00"|"CPUUtilization"|"26.8071475722221"|"29.2493744787323"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:38:00"|"CPUUtilization"|"25.8556892633915"|"27.8426531429334"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:28:00"|"CPUUtilization"|"30.2013336405291"|"32.3504914209562"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:03:00"|"CPUUtilization"|"27.1991303124368"|"30.437756497948"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:58:00"|"CPUUtilization"|"28.3722155598723"|"29.8023187922262"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:48:00"|"CPUUtilization"|"25.8166787089865"|"28.1888948282774"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:23:00"|"CPUUtilization"|"27.3868765462105"|"28.542354785974"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:13:00"|"CPUUtilization"|"27.6085407986176"|"28.8607383948662"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:03:00"|"CPUUtilization"|"26.8704061610865"|"28.1996203416925"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:38:00"|"CPUUtilization"|"25.9079938609595"|"27.8924931725838"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:28:00"|"CPUUtilization"|"28.7535154974575"|"31.8338638977316"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:53:00"|"CPUUtilization"|"27.2978372010165"|"28.1422766935323"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:43:00"|"CPUUtilization"|"28.0521895592829"|"29.3367559548614"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:18:00"|"CPUUtilization"|"26.9949554765667"|"28.1032787158502"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:33:00"|"CPUUtilization"|"32.2359231719559"|"33.7535177260087"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:08:00"|"CPUUtilization"|"31.6715237062487"|"33.4870864070071"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:53:00"|"CPUUtilization"|"27.7050219671622"|"28.0506894025178"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:58:00"|"CPUUtilization"|"28.7361097137222"|"30.4819156730833"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:43:00"|"CPUUtilization"|"29.0407358823651"|"30.2974690935785"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:48:00"|"CPUUtilization"|"27.1242628568202"|"30.8161530641156"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:53:00"|"CPUUtilization"|"28.2838912001361"|"29.6924000800694"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:38:00"|"CPUUtilization"|"27.3627014704136"|"27.9572937139811"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:28:00"|"CPUUtilization"|"27.741363230225"|"29.825"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:18:00"|"CPUUtilization"|"26.660649219197"|"31.0387318080394"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:43:00"|"CPUUtilization"|"30.1846557757809"|"31.2671877864631"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:33:00"|"CPUUtilization"|"26.6950479266206"|"29.9833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:23:00"|"CPUUtilization"|"26.6276684446943"|"28.3328885033696"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:08:00"|"CPUUtilization"|"26.5670250857821"|"26.934231141038"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:53:00"|"CPUUtilization"|"29.8004945429754"|"31.6921382808329"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:28:00"|"CPUUtilization"|"26.8051556309969"|"27.6666666666667"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:18:00"|"CPUUtilization"|"28.5851135070325"|"29.6595325871186"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:43:00"|"CPUUtilization"|"30.0876633523257"|"31.9790192323703"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:08:00"|"CPUUtilization"|"29.1647148156445"|"29.6651834074963"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:33:00"|"CPUUtilization"|"26.0981444149158"|"28.7328544524258"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:23:00"|"CPUUtilization"|"26.5204857648198"|"27.1254520908682"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:13:00"|"CPUUtilization"|"27.4604085072525"|"28.2773564463705"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:58:00"|"CPUUtilization"|"29.2931231598581"|"30.675"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:03:00"|"CPUUtilization"|"26.7039163026099"|"28.9504825080418"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:08:00"|"CPUUtilization"|"26.3385377551001"|"27.8745354244096"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:48:00"|"CPUUtilization"|"29.8234037126783"|"32.9760992033068"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:03:00"|"CPUUtilization"|"26.1198094466578"|"28.4166666666667"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:13:00"|"CPUUtilization"|"28.5287695345104"|"29.850870754654"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:18:00"|"CPUUtilization"|"26.7018082142516"|"31.8864997414383"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:28:00"|"CPUUtilization"|"27.2652575805124"|"29.1465995633843"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:43:00"|"CPUUtilization"|"29.3530438015704"|"30.4980600469585"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:53:00"|"CPUUtilization"|"28.9433910074277"|"29.8833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:23:00"|"CPUUtilization"|"27.4125693678575"|"29.0092729785073"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:58:00"|"CPUUtilization"|"28.9624394270485"|"31.0692557713143"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:28:00"|"CPUUtilization"|"29.036179631307"|"31.4314314314314"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:38:00"|"CPUUtilization"|"25.0714658835863"|"26.2088717197283"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:53:00"|"CPUUtilization"|"28.9146094318557"|"31.0602522185894"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:48:00"|"CPUUtilization"|"26.2579270578476"|"28.323892035988"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:58:00"|"CPUUtilization"|"27.3067072135903"|"28.8097422637418"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:13:00"|"CPUUtilization"|"29.1123941935819"|"30.6374389002886"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:23:00"|"CPUUtilization"|"27.3740289084692"|"28.1754695911599"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:28:00"|"CPUUtilization"|"29.956942803634"|"31.5885078158851"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:58:00"|"CPUUtilization"|"28.3684871829688"|"30.1833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:53:00"|"CPUUtilization"|"29.7691476527331"|"31.0715177753726"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:08:00"|"CPUUtilization"|"28.0199279892085"|"29.0158465387823"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:23:00"|"CPUUtilization"|"29.6890124922974"|"30.4494925084582"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:33:00"|"CPUUtilization"|"24.9482691772354"|"26.2833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:38:00"|"CPUUtilization"|"29.695264352695"|"30.7333333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:28:00"|"CPUUtilization"|"26.887443961827"|"28.3588059800997"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:58:00"|"CPUUtilization"|"30.4212611514799"|"32.7428029104714"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:23:00"|"CPUUtilization"|"29.2602532655613"|"30.3838397306622"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:33:00"|"CPUUtilization"|"24.8335412332022"|"26.9736513174341"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:03:00"|"CPUUtilization"|"26.5049782727402"|"28.4751530518625"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:13:00"|"CPUUtilization"|"29.5583999576467"|"31.545057218163"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:38:00"|"CPUUtilization"|"29.1136222945906"|"30.3502139919066"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:43:00"|"CPUUtilization"|"29.4285107706327"|"31.1"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:08:00"|"CPUUtilization"|"29.2743601167259"|"30.1894961201585"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:18:00"|"CPUUtilization"|"25.6779100285561"|"28.201791702117"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:38:00"|"CPUUtilization"|"28.7590120132072"|"32.612684749608"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:03:00"|"CPUUtilization"|"24.6820225877108"|"25.6574780840639"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:08:00"|"CPUUtilization"|"25.9456476143745"|"27.2740908636379"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:33:00"|"CPUUtilization"|"26.0319409830611"|"27.2801506490909"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:43:00"|"CPUUtilization"|"29.7475274485778"|"30.9356598328524"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:13:00"|"CPUUtilization"|"29.5242025867861"|"30.6437352995146"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:38:00"|"CPUUtilization"|"26.0553276038974"|"26.8040377075165"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:23:00"|"CPUUtilization"|"33.4684734198634"|"43.888036298125"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:48:00"|"CPUUtilization"|"26.3921322930166"|"29.3"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:18:00"|"CPUUtilization"|"26.3980996317316"|"28.7068979884339"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:53:00"|"CPUUtilization"|"28.5314467566174"|"29.3333333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:38:00"|"CPUUtilization"|"29.8096831662626"|"31.0225967062428"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:13:00"|"CPUUtilization"|"28.4812200111694"|"29.3314234318265"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:03:00"|"CPUUtilization"|"26.0368582887083"|"28.1314579028065"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:53:00"|"CPUUtilization"|"27.3128965092154"|"29.5155945581403"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:28:00"|"CPUUtilization"|"28.4500951436607"|"29.1671527858798"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:18:00"|"CPUUtilization"|"25.384999472402"|"27.0673060911846"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:08:00"|"CPUUtilization"|"26.7158218388938"|"27.0231984534364"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:43:00"|"CPUUtilization"|"26.9555408864655"|"28.6262407206606"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:33:00"|"CPUUtilization"|"25.4747195288199"|"28.133843848843"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:58:00"|"CPUUtilization"|"26.881927339657"|"27.9990666977767"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:48:00"|"CPUUtilization"|"26.0812490578861"|"26.68387311631"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:23:00"|"CPUUtilization"|"27.9157007056309"|"28.4540652235498"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:38:00"|"CPUUtilization"|"28.7353494896732"|"29.5123252943727"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:13:00"|"CPUUtilization"|"26.7347549250275"|"27.5877602776295"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:03:00"|"CPUUtilization"|"27.5502598861727"|"29.7328377860369"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:53:00"|"CPUUtilization"|"29.4026319169704"|"29.7809561912383"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:28:00"|"CPUUtilization"|"29.8599714830197"|"31.2833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:18:00"|"CPUUtilization"|"26.14591937763"|"29.5141201545224"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:08:00"|"CPUUtilization"|"25.2372201341726"|"26.4907836405453"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:43:00"|"CPUUtilization"|"28.7587794612963"|"30.1765088254413"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:33:00"|"CPUUtilization"|"26.3110759667457"|"27.1238997065884"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:23:00"|"CPUUtilization"|"26.932812900713"|"29.2036429629876"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:58:00"|"CPUUtilization"|"29.3045328068977"|"31.0298892681708"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:48:00"|"CPUUtilization"|"27.2391488905624"|"30.6713733848408"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:33:00"|"CPUUtilization"|"27.3759739780371"|"31.6814041398145"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:18:00"|"CPUUtilization"|"25.5910714774395"|"28.5009500316677"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:08:00"|"CPUUtilization"|"27.3367773962371"|"28.5340139458846"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:58:00"|"CPUUtilization"|"27.1567391861816"|"28.4434378590818"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:23:00"|"CPUUtilization"|"29.7698490520716"|"31.767725590853"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:13:00"|"CPUUtilization"|"27.6605353872329"|"28.6176475493221"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:03:00"|"CPUUtilization"|"26.0307398948869"|"29.0233952210474"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:48:00"|"CPUUtilization"|"24.2789905567965"|"27.6259208640288"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:38:00"|"CPUUtilization"|"27.9578575661474"|"28.2208384669175"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:28:00"|"CPUUtilization"|"34.1652236342592"|"38.1076982050299"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:53:00"|"CPUUtilization"|"26.8496383519689"|"28.8033603920457"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:43:00"|"CPUUtilization"|"29.3764094913099"|"30.3731703661765"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:13:00"|"CPUUtilization"|"29.098134943756"|"32.7639129854531"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:18:00"|"CPUUtilization"|"28.4756142163177"|"32.44478548075"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:08:00"|"CPUUtilization"|"27.4416578774244"|"27.999533341111"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:58:00"|"CPUUtilization"|"28.2412564959603"|"30.0984130684562"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:13:00"|"CPUUtilization"|"29.1452035663644"|"30.8909242298085"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:48:00"|"CPUUtilization"|"26.8237258345482"|"30"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:38:00"|"CPUUtilization"|"26.8645198836851"|"30.4720672716676"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:03:00"|"CPUUtilization"|"27.4851755602351"|"31.975"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:28:00"|"CPUUtilization"|"29.1592510149079"|"30.0775711068479"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:53:00"|"CPUUtilization"|"28.7828816522559"|"30.1921698694978"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:43:00"|"CPUUtilization"|"28.0251942963588"|"29.5788964988585"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:28:00"|"CPUUtilization"|"27.3808451757121"|"29.0226241324079"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:23:00"|"CPUUtilization"|"25.8677329602371"|"26.6793472820102"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:53:00"|"CPUUtilization"|"27.2503507882507"|"29.775496258271"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:03:00"|"CPUUtilization"|"26.1698255083041"|"27.7699206336001"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:38:00"|"CPUUtilization"|"29.0709397670698"|"30.6583333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:08:00"|"CPUUtilization"|"30.2579320439518"|"31.5139701104613"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:18:00"|"CPUUtilization"|"37.1629212859396"|"61.8969051547423"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:33:00"|"CPUUtilization"|"27.1479435603364"|"32.4255404256738"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:48:00"|"CPUUtilization"|"26.7019682708279"|"28.732756176083"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 06:03:00"|"CPUUtilization"|"27.0657990843889"|"29.2523925439328"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:13:00"|"CPUUtilization"|"27.5249988719961"|"28.8919612219742"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:08:00"|"CPUUtilization"|"28.5332425603155"|"30.32398920036"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:38:00"|"CPUUtilization"|"27.8077693836587"|"30.2505041750696"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 17:33:00"|"CPUUtilization"|"25.8504437831212"|"28.3757175276999"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:48:00"|"CPUUtilization"|"27.6247015114913"|"28.7735613219339"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:03:00"|"CPUUtilization"|"27.255073578827"|"31.964726278589"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 15:13:00"|"CPUUtilization"|"18.5996900051666"|"18.5996900051666"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:18:00"|"CPUUtilization"|"26.2964011961422"|"29.7264863243162"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 21:43:00"|"CPUUtilization"|"29.0766535585037"|"30.3851735699868"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:48:00"|"CPUUtilization"|"27.3700279131225"|"29.619076184763"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 19:58:00"|"CPUUtilization"|"27.4198158016856"|"29.3245112581457"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 04:13:00"|"CPUUtilization"|"29.821890975306"|"31.182813619773"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:43:00"|"CPUUtilization"|"28.144631501929"|"29.6833333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:08:00"|"CPUUtilization"|"29.0445788973522"|"30.1317169833314"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:18:00"|"CPUUtilization"|"28.3129642095314"|"29.85"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:13:00"|"CPUUtilization"|"27.5697136560312"|"28.7094088259783"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:23:00"|"CPUUtilization"|"28.5884537030142"|"29.5"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:48:00"|"CPUUtilization"|"27.5766930072938"|"29.6492135243782"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:18:00"|"CPUUtilization"|"28.0118083327817"|"30.8856156271373"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:28:00"|"CPUUtilization"|"27.1011315753962"|"28.1598667776853"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:53:00"|"CPUUtilization"|"28.7163324416371"|"29.4196153012028"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:03:00"|"CPUUtilization"|"31.0342207126898"|"32.5370744157339"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:33:00"|"CPUUtilization"|"26.630252956223"|"30.1578307028216"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 02:58:00"|"CPUUtilization"|"27.770562077201"|"30.175"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:43:00"|"CPUUtilization"|"29.2028941524859"|"30.9320410983997"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:53:00"|"CPUUtilization"|"28.193290090637"|"30.7124283237765"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:18:00"|"CPUUtilization"|"26.588626482608"|"29.3681227075692"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:48:00"|"CPUUtilization"|"26.9107852765998"|"31.5692974414535"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 20:58:00"|"CPUUtilization"|"27.8166168651885"|"29.342155702595"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:23:00"|"CPUUtilization"|"27.8984807640115"|"29.5916666666667"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 16:33:00"|"CPUUtilization"|"27.0493993844711"|"28.3583333333333"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 03:28:00"|"CPUUtilization"|"29.2393671192994"|"30.0421673694562"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 18:38:00"|"CPUUtilization"|"27.019463019845"|"28.525"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:03:00"|"CPUUtilization"|"26.9248623329455"|"29.7141904841263"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 05:33:00"|"CPUUtilization"|"26.8819514507112"|"29.8847315128363"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 22:38:00"|"NetworkReceiveThroughput"|"0"|"1508"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:48:00"|"NetworkReceiveThroughput"|"0"|"1454"|"0"
"rds-ex"|"sqlserver-ex"|"08/30/2025 23:13:00"|"NetworkReceiveThroughput"|"0"|"1895"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 00:23:00"|"NetworkReceiveThroughput"|"0"|"1740"|"0"
"rds-ex"|"sqlserver-ex"|"08/31/2025 01:33:00"|"NetworkReceiveThroughput"|"0"|"1862"|"0"
