"SQLInstance"|"physical_memory_in_use_kb"|"large_page_allocations_kb"|"locked_page_allocations_kb"|"total_virtual_address_space_kb"|"virtual_address_space_reserved_kb"|"virtual_address_space_committed_kb"|"virtual_address_space_available_kb"|"page_fault_count"|"memory_utilization_percentage"|"available_commit_limit_kb"|"process_physical_memory_low"|"process_virtual_memory_low"
"EC2AMAZ-2A4D56D"|"50592"|"0"|"512"|"137438953344"|"4824444"|"259976"|"137434128900"|"6108580"|"43"|"402820"|"True"|"False"
