"SRV_NAME"|"SRV_PROVIDERNAME"|"SRV_PRODUCT"|"SRV_DATASOURCE"|"SRV_PROVIDERSTRING"|"SRV_LOCATION"|"SRV_CAT"
"EC2AMAZ-2A4D56D"|"SQLNCLI"|"SQL Server"|"EC2AMAZ-2A4D56D"|""|""|""
