"SRV_NAME"|"SRV_PROVIDERNAME"|"SRV_PRODUCT"|"SRV_DATASOURCE"|"SRV_PROVIDERSTRING"|"SRV_LOCATION"|"SRV_CAT"
"EC2AMAZ-KU3O7DJ"|"SQLNCLI"|"SQL Server"|"EC2AMAZ-KU3O7DJ"|""|""|""
